,Inflow,,count,freq,hour,hum,outflow,temp,weathersit,weekday,windspeed,workingday
372,0,,20,0,12,0.4,0,0.36,1,4,0.2537,1
373,0,,20,0,13,0.34,0,0.36,1,4,0.194,1
374,0,,20,0,14,0.34,0,0.36,1,4,0.1642,1
375,0,,20,0,15,0.34,0,0.36,1,4,0.1343,1
376,0,,20,0,16,0.39,0,0.34,1,4,0.1045,1
377,0,,20,0,17,0.42,0,0.32,1,4,0.1045,1
378,0,,20,0,18,0.42,0,0.32,1,4,0.1045,1
379,0,,20,0,19,0.45,0,0.3,1,4,0.1642,1
380,0,,20,0,20,0.45,0,0.3,1,4,0,1
381,0,,20,0,21,0.48,0,0.28,1,4,0,1
382,0,,20,0,22,0.6,0,0.26,1,4,0.0896,1
383,0,,20,0,23,0.6,0,0.26,1,4,0,1
384,0,,20,0,0,0.52,0,0.3,1,3,0.1642,1
385,0,,20,0,1,0.61,0,0.28,1,3,0.2239,1
386,0,,20,0,2,0.56,0,0.28,1,3,0.1642,1
387,0,,20,0,3,0.6,0,0.26,1,3,0.1343,1
388,0,,20,0,4,0.6,0,0.26,1,3,0,1
389,0,,20,0,5,0.6,0,0.26,1,3,0.194,1
390,0,,20,0,6,0.6,0,0.26,2,3,0.2537,1
391,0,,20,0,7,0.6,0,0.26,2,3,0.194,1
392,1,,21,-1,8,0.65,0,0.26,2,3,0.1642,1
393,0,,21,0,9,0.61,0,0.28,2,3,0.1343,1
394,0,,21,0,10,0.56,0,0.3,2,3,0.1642,1
395,0,,21,0,11,0.49,0,0.32,2,3,0.2239,1
396,0,,21,0,12,0.42,0,0.34,2,3,0,1
397,0,,21,0,13,0.42,0,0.34,2,3,0,1
398,0,,19,2,14,0.46,2,0.34,2,3,0,1
399,0,,19,0,15,0.46,0,0.34,2,3,0.1045,1
400,0,,19,0,16,0.46,0,0.34,2,3,0.1343,1
401,2,,21,-2,17,0.53,0,0.32,2,3,0.2239,1
402,0,,21,0,18,0.49,0,0.32,2,3,0.2239,1
403,0,,20,1,19,0.56,1,0.3,2,3,0.2239,1
404,0,,20,0,20,0.52,0,0.3,1,3,0.2836,1
405,0,,19,1,21,0.52,1,0.3,2,3,0.2537,1
406,0,,19,0,22,0.52,0,0.3,2,3,0.2239,1
407,0,,19,0,23,0.56,0,0.28,2,3,0.2239,1
408,0,,20,0,0,0.77,0,0.46,3,2,0.4627,1
409,0,,20,0,1,0.71,0,0.42,1,2,0.4478,1
410,0,,20,0,2,0.66,0,0.4,2,2,0.3284,1
411,0,,20,0,3,0.76,0,0.36,3,2,0.2836,1
412,0,,20,0,4,0.76,0,0.34,2,2,0.2836,1
413,0,,19,1,5,0.71,1,0.34,3,2,0.3284,1
414,0,,19,0,6,0.71,0,0.34,2,2,0.2985,1
415,0,,19,0,7,0.66,0,0.34,1,2,0.4179,1
416,1,,20,-1,8,0.61,0,0.34,2,2,0.2985,1
417,0,,20,0,9,0.61,0,0.34,1,2,0.3881,1
418,0,,20,0,10,0.57,0,0.36,1,2,0.3284,1
419,1,,21,-1,11,0.53,0,0.36,2,2,0.3582,1
420,0,,21,0,12,0.53,0,0.36,2,2,0.4478,1
421,0,,21,0,13,0.5,0,0.38,2,2,0.2239,1
422,0,,21,0,14,0.5,0,0.38,2,2,0.2239,1
423,0,,21,0,15,0.5,0,0.38,2,2,0.2239,1
424,0,,21,0,16,0.5,0,0.38,2,2,0.2239,1
425,1,,21,0,17,0.53,1,0.32,1,2,0.2239,1
426,2,,23,-2,18,0.53,0,0.32,1,2,0.2239,1
427,0,,23,0,19,0.53,0,0.32,1,2,0.2239,1
428,0,,23,0,20,0.53,0,0.32,1,2,0.2239,1
429,0,,23,0,21,0.53,0,0.32,1,2,0.194,1
430,1,,24,-1,22,0.56,0,0.3,1,2,0.2239,1
431,0,,24,0,23,0.52,0,0.3,1,2,0.2239,1
432,0,,20,0,0,1,0,0.36,3,1,0.0896,1
433,0,,20,0,1,1,0,0.36,2,1,0,1
434,0,,20,0,2,0.94,0,0.38,2,1,0.1045,1
435,0,,20,0,3,0.94,0,0.38,2,1,0.1045,1
436,0,,20,0,4,0.94,0,0.38,2,1,0.1045,1
437,0,,20,0,5,0.94,0,0.38,2,1,0.1045,1
438,0,,20,0,6,0.94,0,0.38,2,1,0.1642,1
439,0,,20,0,7,0.94,0,0.38,2,1,0.2537,1
440,0,,20,0,8,1,0,0.42,2,1,0.2537,1
441,0,,20,0,9,1,0,0.42,2,1,0.2239,1
442,0,,20,0,10,0.94,0,0.44,2,1,0.2239,1
443,0,,20,0,11,0.94,0,0.46,3,1,0.2239,1
444,0,,20,0,12,1,0,0.44,3,1,0.2239,1
445,0,,20,0,13,1,0,0.44,3,1,0.2239,1
446,0,,20,0,14,0.94,0,0.5,2,1,0.2239,1
447,0,,20,0,15,0.87,0,0.5,2,1,0.1642,1
448,0,,20,0,16,0.88,0,0.5,2,1,0.1045,1
449,1,,21,-1,17,0.82,0,0.48,2,1,0.2836,1
450,0,,21,0,18,0.88,0,0.46,2,1,0.2836,1
451,0,,21,0,19,0.77,0,0.52,1,1,0.2836,1
452,0,,21,0,20,0.88,0,0.46,1,1,0.2537,1
453,0,,21,0,21,0.94,0,0.46,2,1,0.194,1
454,0,,20,1,22,0.82,1,0.5,2,1,0.2239,1
455,0,,20,0,23,0.88,0,0.46,1,1,0.2537,1
456,0,,20,0,0,0.87,0,0.4,2,0,0.1343,0
457,0,,20,0,1,0.87,0,0.4,2,0,0.1045,0
458,0,,20,0,2,0.87,0,0.4,2,0,0.1045,0
459,0,,20,0,3,0.87,0,0.4,2,0,0.1045,0
460,0,,20,0,4,0.94,0,0.4,2,0,0.1045,0
461,0,,20,0,5,0.87,0,0.4,2,0,0.1045,0
462,0,,20,0,6,0.94,0,0.4,3,0,0.1045,0
463,0,,20,0,7,0.87,0,0.4,3,0,0.2239,0
464,0,,20,0,8,0.87,0,0.4,3,0,0.1642,0
465,0,,20,0,9,0.87,0,0.4,2,0,0.2537,0
466,0,,20,0,10,0.87,0,0.4,2,0,0.2836,0
467,0,,20,0,11,0.87,0,0.4,2,0,0.2985,0
468,0,,20,0,12,0.82,0,0.4,2,0,0.2985,0
469,0,,20,0,13,0.87,0,0.38,2,0,0.2836,0
470,0,,20,0,14,0.87,0,0.38,2,0,0.194,0
471,0,,20,0,15,0.93,0,0.36,3,0,0.1642,0
472,0,,20,0,16,0.93,0,0.36,3,0,0.1642,0
473,0,,20,0,17,0.93,0,0.36,3,0,0.1343,0
474,0,,20,0,18,0.93,0,0.36,3,0,0.0896,0
475,0,,20,0,19,0.94,0,0.38,3,0,0.0896,0
476,0,,20,0,20,1,0,0.36,3,0,0.0896,0
477,0,,20,0,21,1,0,0.36,2,0,0.1045,0
478,0,,20,0,22,0.93,0,0.36,3,0,0.1045,0
479,0,,20,0,23,1,0,0.36,3,0,0.0896,0
480,0,,20,0,0,0.93,0,0.36,2,6,0.0896,0
481,0,,20,0,1,0.93,0,0.36,2,6,0.1343,0
482,0,,20,0,2,0.93,0,0.36,2,6,0.1343,0
483,0,,20,0,3,0.93,0,0.36,2,6,0.1045,0
484,0,,20,0,4,0.93,0,0.36,2,6,0,0
485,0,,20,0,5,0.93,0,0.36,2,6,0.1045,0
486,0,,20,0,6,0.93,0,0.36,2,6,0.1045,0
487,0,,20,0,7,1,0,0.36,2,6,0.0896,0
488,0,,20,0,8,0.94,0,0.38,2,6,0.0896,0
489,0,,20,0,9,0.94,0,0.38,2,6,0,0
490,0,,20,0,10,0.87,0,0.4,2,6,0.1343,0
491,0,,20,0,11,0.87,0,0.4,2,6,0.1045,0
492,0,,20,0,12,0.87,0,0.4,2,6,0.2239,0
493,0,,20,0,13,0.87,0,0.4,2,6,0.1642,0
494,0,,20,0,14,0.87,0,0.4,2,6,0.2836,0
495,0,,20,0,15,0.82,0,0.42,1,6,0.1642,0
496,0,,20,0,16,0.82,0,0.42,1,6,0.1642,0
497,0,,20,0,17,0.87,0,0.38,1,6,0.1343,0
498,0,,20,0,18,0.87,0,0.4,1,6,0.1045,0
499,0,,20,0,19,0.87,0,0.4,1,6,0,0
500,0,,20,0,20,1,0,0.36,2,6,0,0
501,0,,20,0,21,1,0,0.36,2,6,0,0
502,0,,20,0,22,0.94,0,0.38,2,6,0.1045,0
503,0,,20,0,23,0.94,0,0.4,2,6,0,0
504,0,,20,0,0,1,0,0.36,3,1,0.0896,1
505,0,,20,0,1,1,0,0.36,2,1,0,1
506,0,,20,0,2,0.94,0,0.38,2,1,0.1045,1
507,0,,20,0,3,0.94,0,0.38,2,1,0.1045,1
508,0,,20,0,4,0.94,0,0.38,2,1,0.1045,1
509,0,,20,0,5,0.94,0,0.38,2,1,0.1045,1
510,0,,20,0,6,0.94,0,0.38,2,1,0.1642,1
511,0,,20,0,7,0.94,0,0.38,2,1,0.2537,1
512,0,,20,0,8,1,0,0.42,2,1,0.2537,1
513,0,,20,0,9,1,0,0.42,2,1,0.2239,1
514,0,,20,0,10,0.94,0,0.44,2,1,0.2239,1
515,0,,20,0,11,0.94,0,0.46,3,1,0.2239,1
516,0,,20,0,12,1,0,0.44,3,1,0.2239,1
517,0,,20,0,13,1,0,0.44,3,1,0.2239,1
518,0,,20,0,14,0.94,0,0.5,2,1,0.2239,1
519,0,,20,0,15,0.87,0,0.5,2,1,0.1642,1
520,0,,20,0,16,0.88,0,0.5,2,1,0.1045,1
521,1,,21,-1,17,0.82,0,0.48,2,1,0.2836,1
522,0,,21,0,18,0.88,0,0.46,2,1,0.2836,1
523,0,,21,0,19,0.77,0,0.52,1,1,0.2836,1
524,0,,21,0,20,0.88,0,0.46,1,1,0.2537,1
525,0,,21,0,21,0.94,0,0.46,2,1,0.194,1
526,0,,20,1,22,0.82,1,0.5,2,1,0.2239,1
527,0,,20,0,23,0.88,0,0.46,1,1,0.2537,1
528,0,,20,0,0,0.87,0,0.4,2,0,0.1343,0
529,0,,20,0,1,0.87,0,0.4,2,0,0.1045,0
530,0,,20,0,2,0.87,0,0.4,2,0,0.1045,0
531,0,,20,0,3,0.87,0,0.4,2,0,0.1045,0
532,0,,20,0,4,0.94,0,0.4,2,0,0.1045,0
533,0,,20,0,5,0.87,0,0.4,2,0,0.1045,0
534,0,,20,0,6,0.94,0,0.4,3,0,0.1045,0
535,0,,20,0,7,0.87,0,0.4,3,0,0.2239,0
536,0,,20,0,8,0.87,0,0.4,3,0,0.1642,0
537,0,,20,0,9,0.87,0,0.4,2,0,0.2537,0
538,0,,20,0,10,0.87,0,0.4,2,0,0.2836,0
539,0,,20,0,11,0.87,0,0.4,2,0,0.2985,0
540,0,,20,0,12,0.82,0,0.4,2,0,0.2985,0
541,0,,20,0,13,0.87,0,0.38,2,0,0.2836,0
542,0,,20,0,14,0.87,0,0.38,2,0,0.194,0
543,0,,20,0,15,0.93,0,0.36,3,0,0.1642,0
544,0,,20,0,16,0.93,0,0.36,3,0,0.1642,0
545,0,,20,0,17,0.93,0,0.36,3,0,0.1343,0
546,0,,20,0,18,0.93,0,0.36,3,0,0.0896,0
547,0,,20,0,19,0.94,0,0.38,3,0,0.0896,0
548,0,,20,0,20,1,0,0.36,3,0,0.0896,0
549,0,,20,0,21,1,0,0.36,2,0,0.1045,0
550,0,,20,0,22,0.93,0,0.36,3,0,0.1045,0
551,0,,20,0,23,1,0,0.36,3,0,0.0896,0
552,0,,20,0,0,0.93,0,0.36,2,6,0.0896,0
553,0,,20,0,1,0.93,0,0.36,2,6,0.1343,0
554,0,,20,0,2,0.93,0,0.36,2,6,0.1343,0
555,0,,20,0,3,0.93,0,0.36,2,6,0.1045,0
556,0,,20,0,4,0.93,0,0.36,2,6,0,0
557,0,,20,0,5,0.93,0,0.36,2,6,0.1045,0
558,0,,20,0,6,0.93,0,0.36,2,6,0.1045,0
559,0,,20,0,7,1,0,0.36,2,6,0.0896,0
560,0,,20,0,8,0.94,0,0.38,2,6,0.0896,0
561,0,,20,0,9,0.94,0,0.38,2,6,0,0
562,0,,20,0,10,0.87,0,0.4,2,6,0.1343,0
563,0,,20,0,11,0.87,0,0.4,2,6,0.1045,0
564,0,,20,0,12,0.87,0,0.4,2,6,0.2239,0
565,0,,20,0,13,0.87,0,0.4,2,6,0.1642,0
566,0,,20,0,14,0.87,0,0.4,2,6,0.2836,0
567,0,,20,0,15,0.82,0,0.42,1,6,0.1642,0
568,0,,20,0,16,0.82,0,0.42,1,6,0.1642,0
569,0,,20,0,17,0.87,0,0.38,1,6,0.1343,0
570,0,,20,0,18,0.87,0,0.4,1,6,0.1045,0
571,0,,20,0,19,0.87,0,0.4,1,6,0,0
572,0,,20,0,20,1,0,0.36,2,6,0,0
573,0,,20,0,21,1,0,0.36,2,6,0,0
574,0,,20,0,22,0.94,0,0.38,2,6,0.1045,0
575,0,,20,0,23,0.94,0,0.4,2,6,0,0
576,0,,20,0,0,0.7,0,0.24,1,5,0.1045,1
577,0,,20,0,1,0.7,0,0.24,2,5,0.194,1
578,0,,20,0,2,0.7,0,0.26,2,5,0.1343,1
579,0,,20,0,3,0.81,0,0.26,2,5,0.194,1
580,0,,20,0,4,0.75,0,0.26,1,5,0.1045,1
581,0,,20,0,5,0.81,0,0.26,2,5,0.1045,1
582,0,,20,0,6,0.75,0,0.28,2,5,0.1642,1
583,0,,20,0,7,0.81,0,0.28,3,5,0.1642,1
584,0,,20,0,8,0.75,0,0.3,2,5,0.194,1
585,0,,19,1,9,0.81,1,0.3,2,5,0.1343,1
586,0,,19,0,10,0.76,0,0.32,2,5,0.1642,1
587,0,,19,0,11,0.76,0,0.32,2,5,0.194,1
588,0,,19,0,12,0.71,0,0.34,2,5,0.194,1
589,0,,19,0,13,0.66,0,0.36,2,5,0.1343,1
590,0,,18,1,14,0.71,1,0.36,2,5,0.1642,1
591,0,,17,1,15,0.71,1,0.36,2,5,0.1642,1
592,0,,17,0,16,0.76,0,0.36,1,5,0.1343,1
593,2,,19,-2,17,0.66,0,0.38,2,5,0,1
594,0,,19,0,18,0.71,0,0.38,2,5,0.1045,1
595,1,,20,-1,19,0.76,0,0.38,2,5,0,1
596,0,,20,0,20,0.76,0,0.38,3,5,0.1045,1
597,0,,20,0,21,0.93,0,0.36,2,5,0.1045,1
598,0,,20,0,22,0.93,0,0.36,2,5,0.0896,1
599,0,,20,0,23,0.93,0,0.36,2,5,0.0896,1
600,0,,20,0,0,0.48,0,0.26,1,4,0.2836,1
601,0,,20,0,1,0.48,0,0.26,1,4,0.2836,1
602,0,,20,0,2,0.52,0,0.24,1,4,0.2836,1
603,0,,20,0,3,0.55,0,0.22,1,4,0.194,1
604,0,,20,0,4,0.55,0,0.22,1,4,0.2985,1
605,0,,20,0,5,0.55,0,0.22,1,4,0.2836,1
606,0,,20,0,6,0.55,0,0.22,1,4,0.2985,1
607,0,,20,0,7,0.51,0,0.22,1,4,0.2985,1
608,0,,18,2,8,0.51,2,0.22,1,4,0.2985,1
609,2,,20,-2,9,0.48,0,0.24,1,4,0.194,1
610,0,,20,0,10,0.52,0,0.24,1,4,0.194,1
611,0,,20,0,11,0.48,0,0.26,1,4,0.1642,1
612,0,,20,0,12,0.41,0,0.28,1,4,0,1
613,0,,20,0,13,0.39,0,0.3,1,4,0,1
614,0,,20,0,14,0.42,0,0.3,1,4,0.0896,1
615,0,,20,0,15,0.39,0,0.32,1,4,0,1
616,0,,20,0,16,0.42,0,0.32,1,4,0,1
617,1,,20,0,17,0.45,1,0.3,1,4,0.1045,1
618,0,,20,0,18,0.45,0,0.28,1,4,0.1642,1
619,0,,20,0,19,0.6,0,0.26,1,4,0.194,1
620,0,,20,0,20,0.6,0,0.24,2,4,0.1045,1
621,0,,20,0,21,0.6,0,0.24,2,4,0.1343,1
622,0,,20,0,22,0.65,0,0.24,1,4,0.1642,1
623,0,,20,0,23,0.65,0,0.24,1,4,0.1642,1
624,0,,20,0,0,0.59,0,0.5,1,3,0.2836,1
625,0,,20,0,1,0.55,0,0.52,1,3,0.3284,1
626,0,,20,0,2,0.67,0,0.46,1,3,0.1642,1
627,0,,20,0,3,0.67,0,0.48,1,3,0.1343,1
628,0,,20,0,4,0.63,0,0.5,1,3,0.4478,1
629,0,,20,0,5,0.59,0,0.5,1,3,0.2836,1
630,0,,20,0,6,0.55,0,0.48,3,3,0.3881,1
631,0,,20,0,7,0.59,0,0.46,3,3,0.2985,1
632,0,,19,1,8,0.58,1,0.44,2,3,0.2836,1
633,0,,19,0,9,0.51,0,0.44,2,3,0.2239,1
634,0,,19,0,10,0.47,0,0.44,2,3,0.3582,1
635,0,,19,0,11,0.44,0,0.44,1,3,0.2836,1
636,0,,19,0,12,0.41,0,0.44,1,3,0.2836,1
637,0,,19,0,13,0.41,0,0.46,1,3,0.2836,1
638,0,,19,0,14,0.33,0,0.48,1,3,0.4925,1
639,0,,19,0,15,0.33,0,0.48,1,3,0.2836,1
640,0,,19,0,16,0.33,0,0.46,1,3,0.2836,1
641,1,,20,-1,17,0.35,0,0.44,1,3,0.2836,1
642,0,,20,0,18,0.35,0,0.42,1,3,0.4478,1
643,0,,20,0,19,0.43,0,0.38,1,3,0.3582,1
644,0,,20,0,20,0.46,0,0.34,1,3,0.3881,1
645,0,,20,0,21,0.46,0,0.34,1,3,0.4179,1
646,0,,20,0,22,0.45,0,0.32,1,3,0.3881,1
647,0,,20,0,23,0.49,0,0.3,1,3,0.3881,1
648,0,,20,0,0,0.88,0,0.42,1,2,0.1045,1
649,0,,20,0,1,0.82,0,0.42,1,2,0.1045,1
650,0,,20,0,2,0.88,0,0.42,1,2,0.0896,1
651,0,,20,0,3,0.87,0,0.4,2,2,0.1343,1
652,0,,20,0,4,0.87,0,0.4,2,2,0.1343,1
653,0,,20,0,5,0.88,0,0.44,2,2,0,1
654,0,,20,0,6,0.93,0,0.36,2,2,0,1
655,0,,20,0,7,0.88,0,0.42,1,2,0.1343,1
656,0,,20,0,8,0.88,0,0.44,2,2,0.1642,1
657,0,,19,1,9,0.82,1,0.46,1,2,0.1045,1
658,0,,19,0,10,0.82,0,0.46,1,2,0.194,1
659,0,,18,1,11,0.77,1,0.48,1,2,0.194,1
660,1,,19,-1,12,0.68,0,0.52,1,2,0.194,1
661,0,,19,0,13,0.64,0,0.54,2,2,0.1642,1
662,0,,19,0,14,0.56,0,0.58,2,2,0.2239,1
663,0,,19,0,15,0.49,0,0.6,2,2,0.2537,1
664,0,,19,0,16,0.49,0,0.58,1,2,0.2836,1
665,0,,18,1,17,0.59,1,0.52,1,2,0.2239,1
666,1,,19,-1,18,0.63,0,0.5,1,2,0.2239,1
667,0,,19,0,19,0.67,0,0.48,1,2,0.2239,1
668,0,,19,0,20,0.63,0,0.5,2,2,0.2239,1
669,0,,19,0,21,0.63,0,0.5,2,2,0.2537,1
670,0,,19,0,22,0.63,0,0.5,2,2,0.2985,1
671,0,,19,0,23,0.67,0,0.48,1,2,0.2537,1
672,0,,20,0,0,0.82,0,0.42,2,1,0.1642,1
673,0,,20,0,1,0.82,0,0.4,1,1,0.1343,1
674,0,,20,0,2,0.77,0,0.42,1,1,0.1642,1
675,0,,20,0,3,0.87,0,0.38,1,1,0,1
676,0,,20,0,4,0.93,0,0.36,1,1,0,1
677,0,,20,0,5,0.93,0,0.34,1,1,0.0896,1
678,0,,20,0,6,0.93,0,0.36,1,1,0,1
679,0,,20,0,7,0.93,0,0.34,2,1,0,1
680,0,,19,1,8,0.93,1,0.36,1,1,0,1
681,0,,19,0,9,0.87,0,0.4,1,1,0.0896,1
682,0,,19,0,10,0.77,0,0.44,1,1,0.1343,1
683,0,,19,0,11,0.77,0,0.48,1,1,0.1343,1
684,0,,19,0,12,0.68,0,0.52,1,1,0.1642,1
685,0,,19,0,13,0.56,0,0.58,1,1,0.0896,1
686,0,,19,0,14,0.53,0,0.6,1,1,0,1
687,0,,19,0,15,0.56,0,0.6,1,1,0,1
688,0,,19,0,16,0.53,0,0.6,1,1,0.1343,1
689,1,,20,-1,17,0.63,0,0.52,1,1,0.1045,1
690,1,,20,0,18,0.68,1,0.5,1,1,0.0896,1
691,1,,21,-1,19,0.68,0,0.5,1,1,0.0896,1
692,0,,21,0,20,0.77,0,0.46,2,1,0,1
693,0,,21,0,21,0.82,0,0.44,1,1,0.194,1
694,0,,21,0,22,0.82,0,0.42,1,1,0.1045,1
695,0,,21,0,23,0.82,0,0.42,1,1,0.1045,1
696,0,,19,1,0,0.87,1,0.3,2,0,0.0896,0
697,0,,19,0,1,0.87,0,0.3,2,0,0.0896,0
698,0,,19,0,2,0.87,0,0.3,2,0,0,0
699,0,,19,0,3,0.93,0,0.26,2,0,0,0
700,0,,19,0,4,0.93,0,0.26,2,0,0,0
701,0,,19,0,5,0.93,0,0.26,2,0,0,0
702,0,,19,0,6,0.93,0,0.24,2,0,0.1343,0
703,0,,19,0,7,0.93,0,0.24,2,0,0.1343,0
704,0,,19,0,8,0.93,0,0.26,2,0,0.0896,0
705,0,,19,0,9,0.93,0,0.28,2,0,0.1642,0
706,0,,19,0,10,0.87,0,0.3,2,0,0,0
707,0,,19,0,11,0.81,0,0.32,2,0,0.1642,0
708,0,,19,0,12,0.81,0,0.34,2,0,0.1642,0
709,0,,19,0,13,0.71,0,0.4,1,0,0.2239,0
710,0,,19,0,14,0.62,0,0.44,1,0,0.2537,0
711,0,,19,0,15,0.67,0,0.44,1,0,0.1343,0
712,0,,19,0,16,0.67,0,0.44,2,0,0.1045,0
713,0,,19,0,17,0.76,0,0.4,3,0,0.194,0
714,0,,19,0,18,0.72,0,0.44,2,0,0.1045,0
715,0,,19,0,19,0.82,0,0.4,2,0,0.194,0
716,1,,20,-1,20,0.82,0,0.42,2,0,0.194,0
717,0,,20,0,21,0.77,0,0.44,2,0,0.2239,0
718,0,,20,0,22,0.77,0,0.44,2,0,0.194,0
719,0,,20,0,23,0.82,0,0.42,2,0,0.1343,0
720,0,,20,0,0,0.81,0,0.26,1,6,0,0
721,0,,20,0,1,0.81,0,0.26,1,6,0,0
722,0,,20,0,2,0.81,0,0.26,2,6,0,0
723,0,,20,0,3,0.81,0,0.26,2,6,0.1343,0
724,0,,20,0,4,0.81,0,0.26,1,6,0.0896,0
725,0,,20,0,5,0.87,0,0.24,1,6,0.0896,0
726,0,,20,0,6,0.87,0,0.24,1,6,0.1343,0
727,0,,20,0,7,0.87,0,0.24,2,6,0.1343,0
728,0,,20,0,8,0.87,0,0.24,2,6,0.1343,0
729,0,,20,0,9,0.93,0,0.26,2,6,0.2537,0
730,0,,20,0,10,0.89,0,0.28,2,6,0.1642,0
731,0,,20,0,11,0.76,0,0.32,2,6,0.1045,0
732,0,,20,0,12,0.81,0,0.32,2,6,0.0896,0
733,0,,20,0,13,0.76,0,0.34,2,6,0,0
734,0,,19,1,14,0.71,1,0.36,2,6,0,0
735,1,,20,-1,15,0.62,0,0.4,2,6,0,0
736,0,,19,1,16,0.66,1,0.38,2,6,0,0
737,0,,19,0,17,0.76,0,0.34,2,6,0.1045,0
738,0,,19,0,18,0.76,0,0.34,2,6,0,0
739,0,,19,0,19,0.81,0,0.32,2,6,0,0
740,0,,19,0,20,0.81,0,0.32,1,6,0,0
741,0,,19,0,21,0.87,0,0.3,2,6,0,0
742,0,,19,0,22,0.87,0,0.3,2,6,0,0
743,0,,19,0,23,0.81,0,0.32,2,6,0,0
